id,text,latency_s,audio_duration_s,rtf,prompt_tokens,completion_tokens,output_token_rate,audio_ttfp_s,audio_chunk_count,first_audio_payload_bytes,is_success,error
common_voice_en_18902273-common_voice_en_18902274,"In the aftermath of this event, the National Aeronautics and",11.1656,6.3200,1.7666,,,,8.2189,3,40320,True,
common_voice_en_18902273-common_voice_en_18902275,"Cafom, a company registered in France, purchased Habitat's E",11.1819,5.5200,2.0256,,,,7.8675,3,40320,True,
common_voice_en_18944281-common_voice_en_18944280,Recordings of Greene are scarce in the compact disc era.,11.1786,5.1200,2.1833,,,,7.3065,3,40320,True,
common_voice_en_18962809-common_voice_en_18962813,"Examples of contract brewers include Epic Brewing Company, F",18.0624,7.2000,2.5086,,,,6.9261,4,40320,True,
common_voice_en_18962809-common_voice_en_18962814,The Larson Brothers Airport is located in the town.,10.7757,3.8800,2.7772,,,,6.0867,3,40320,True,
common_voice_en_18993020-common_voice_en_18993021,On Christmas Day the assassination attempt is successfully t,10.7123,4.2400,2.5264,,,,5.5692,3,40320,True,
common_voice_en_18993020-common_voice_en_18993067,He also make himself useful in a variety of ways to the mili,10.8820,4.0800,2.6670,,,,5.1844,3,40320,True,
common_voice_en_18994068-common_voice_en_18994069,White Earth Reservation has many settlements located within ,10.9204,5.9200,1.8446,,,,4.7026,3,40320,True,
common_voice_en_18994734-common_voice_en_18994736,"There are two cemeteries, one across the street from the oth",10.8141,3.7600,2.8760,,,,4.0701,3,40320,True,
common_voice_en_18994734-common_voice_en_18994738,"When played, failure cards are set aside and not returned to",10.7980,4.8400,2.2309,,,,3.5240,3,40320,True,
common_voice_en_18998723-common_voice_en_18998722,"In the time trials, the distances were the same for each cla",10.5228,4.3200,2.4358,,,,2.7640,3,40320,True,
common_voice_en_18998723-common_voice_en_18998724,Iran and Russia have both denied this and have rejected thes,10.2739,5.1200,2.0065,,,,1.9129,3,40320,True,
common_voice_en_19002369-common_voice_en_19002367,Netarhat is famous for its glorious sunrises and sunsets dur,10.4048,6.9200,1.5035,,,,1.3988,3,40320,True,
common_voice_en_19017623-common_voice_en_19017624,"However, he died in the fire and explosion.",10.2410,3.2800,3.1222,,,,1.1179,3,40320,True,
common_voice_en_19022657-common_voice_en_19022662,"His second offering was also rejected, like the first.",8.8914,3.3600,2.6462,,,,0.9990,3,40320,True,
common_voice_en_19022657-common_voice_en_19022667,"Its current chair is Jamie Rogers, and its district manager ",8.6752,5.2800,1.6430,,,,0.7728,3,40320,True,
common_voice_en_19043111-common_voice_en_19043109,Saint Julian's itself is named after Saint Julius of Caerleo,10.9055,6.0000,1.8175,,,,9.0512,3,40320,True,
common_voice_en_19043111-common_voice_en_19043119,"Ford is approximately two hundred years old, as supported by",11.4591,4.4000,2.6043,,,,8.6835,3,40320,True,
common_voice_en_19049396-common_voice_en_19049393,Another may have been Wood's record of working well with pol,11.4017,5.6800,2.0073,,,,8.1249,3,40320,True,
common_voice_en_19049396-common_voice_en_19049395,Players begin by selecting one of three factions.,11.0012,4.1200,2.6701,,,,7.3082,3,40320,True,
common_voice_en_19083094-common_voice_en_19083091,Styles and titles can terminate when a marriage is dissolved,11.0403,4.2400,2.6038,,,,6.8540,3,40320,True,
common_voice_en_19083094-common_voice_en_19083093,A current list of directors is available from the Canadian G,10.8978,5.4000,2.0180,,,,6.2993,3,40320,True,
common_voice_en_19113286-common_voice_en_19113288,"During the Roman Imperial era, Hercules was worshipped local",10.7095,5.0000,2.1418,,,,5.7781,3,40320,True,
common_voice_en_19117097-common_voice_en_19117098,The railway station is also an important bus interchange sta,10.6660,5.2800,2.0200,,,,5.2519,3,40320,True,
common_voice_en_19124597-common_voice_en_19124596,This area eventually became a center of trade.,10.4528,3.2800,3.1867,,,,4.7209,3,40320,True,
common_voice_en_19152197-common_voice_en_19152196,"He lives in a tent, smokes a pipe and plays the harmonica.",14.3498,7.5600,1.8981,,,,4.2360,4,40320,True,
common_voice_en_19152197-common_voice_en_19152198,"With Edgar she was cordial, but with Miriam cold and rather ",10.2200,6.9600,1.4683,,,,3.6351,3,40320,True,
common_voice_en_19176854-common_voice_en_19176853,"Counce died in Los Angeles, California, of a heart attack.",10.0578,3.8800,2.5921,,,,2.9901,3,40320,True,
common_voice_en_19176854-common_voice_en_19176856,"At first, the Army reported that Tillman had been killed by ",10.1712,4.8800,2.0842,,,,2.6208,3,40320,True,
common_voice_en_19211875-common_voice_en_19211870,The airport is served by Calm Air and Perimeter Aviation wit,9.9637,6.7600,1.4739,,,,1.7822,3,40320,True,
common_voice_en_19254683-common_voice_en_19254685,It mostly featured songs that the band had never played live,10.0337,4.0000,2.5084,,,,1.5110,3,40320,True,
common_voice_en_19254683-common_voice_en_19254687,This generation saw strong console wars.,2.2268,3.0400,0.7324,,,,1.1196,2,40320,True,
common_voice_en_19277026-common_voice_en_19277029,Species in this family may be heavily scaled and can be very,7.8433,4.2800,1.8325,,,,0.9159,3,40320,True,
common_voice_en_19284142-common_voice_en_19284143,"You aren’t positive, you’re negative.",7.7082,3.4800,2.2149,,,,0.6649,3,40320,True,
common_voice_en_19284142-common_voice_en_19284144,It is one of two National Park Service properties in Illinoi,9.3446,4.4000,2.1237,,,,8.1434,3,40320,True,
common_voice_en_19289713-common_voice_en_19289715,"It then located one of Franklin's two ships, preserved in go",9.3237,4.4400,2.0999,,,,7.6422,3,40320,True,
common_voice_en_19294198-common_voice_en_19294199,Siepen is divorced and has a son from his first marriage.,10.1168,3.2000,3.1614,,,,7.2253,3,40320,True,
common_voice_en_19294198-common_voice_en_19294200,Her mental health deteriorated in the following years.,10.1602,3.5200,2.8863,,,,6.7321,3,40320,True,
common_voice_en_19343495-common_voice_en_19343496,The interior of the complex can be explored with Google Stre,10.0665,4.6800,2.1509,,,,6.3199,3,40320,True,
common_voice_en_19343495-common_voice_en_19343497,He also regularly attends events with the Royal Family.,10.2245,4.4000,2.3237,,,,5.9870,3,40320,True,
common_voice_en_19345360-common_voice_en_19345358,The Tuesday market is held by the blue bridge over the River,10.0605,4.3600,2.3074,,,,5.5042,3,40320,True,
common_voice_en_19345360-common_voice_en_19345359,"He studied in Lausanne and lived with his parents, whose mar",10.2244,4.7600,2.1479,,,,5.1871,3,40320,True,
common_voice_en_19361636-common_voice_en_19361634,"She stars also in the sequel to ""Mirrors"", which is directed",9.8387,6.0400,1.6289,,,,4.3326,3,40320,True,
common_voice_en_19361636-common_voice_en_19361635,His interpretation of a doctrine of free will became known a,9.9137,4.7200,2.1003,,,,3.8499,3,40320,True,
common_voice_en_19384720-common_voice_en_19384721,Several pieces of public art were also commissioned for the ,9.7137,4.3200,2.2485,,,,3.3671,3,40320,True,
common_voice_en_19397397-common_voice_en_19397399,"His wife Ginny survives him with their son, two grandchildre",9.6007,5.1200,1.8751,,,,2.7361,3,40320,True,
common_voice_en_19397397-common_voice_en_19397407,"After the war, May returned to work in the textiles industry",9.7577,3.5600,2.7409,,,,2.3949,3,40320,True,
common_voice_en_19401124-common_voice_en_19401123,"The population engages primarily in agriculture, particularl",9.4093,6.4400,1.4610,,,,1.7113,3,40320,True,
common_voice_en_19401124-common_voice_en_19401125,Apart from the aforementioned teams no one has won more than,9.6297,4.5600,2.1117,,,,1.3589,3,40320,True,
common_voice_en_19428391-common_voice_en_19428392,"Shortly before the election, however, the merging attempt fa",9.8460,4.7200,2.0859,,,,1.0445,3,40320,True,
common_voice_en_19428391-common_voice_en_19428396,"During that time, the first district elected its own represe",8.3154,4.9200,1.6900,,,,0.8048,3,40320,True,
common_voice_en_19449066-common_voice_en_19449075,This marks the culmination of the Physical Education Program,8.7554,7.7600,1.1282,,,,0.8583,4,40320,True,
common_voice_en_19449066-common_voice_en_19449076,"He received several awards from the Beard Liberation Front, ",9.7816,6.2000,1.5776,,,,8.3345,3,40320,True,
common_voice_en_19455206-common_voice_en_19455208,"You know the rules, three rounds, best skill wins.",9.8013,4.2800,2.2899,,,,7.7978,3,40320,True,
common_voice_en_19455206-common_voice_en_19455210,The land is volcanic in origin with mountains in the interio,10.4870,4.8400,2.1666,,,,7.4793,3,40320,True,
common_voice_en_19481268-common_voice_en_19481267,The reasons are that the manager and the chairman could not ,10.2914,4.6800,2.1989,,,,6.9883,3,40320,True,
common_voice_en_19481268-common_voice_en_19481270,"They had three sons and lived mainly in Wolvercote, Oxford.",10.3978,4.2800,2.4293,,,,6.6695,3,40320,True,
common_voice_en_19496235-common_voice_en_19496229,"The Executive Board ""overturned"" this recommendation and the",17.2580,7.4400,2.3196,,,,6.1888,4,40320,True,
common_voice_en_19496235-common_voice_en_19496266,"Derfel eventually fell in love with Nimue, though she did no",10.3702,6.1200,1.6944,,,,5.7200,3,40320,True,
common_voice_en_19517720-common_voice_en_19517721,He is an elder in the Presbyterian Church in Ireland.,10.2763,3.3600,3.0583,,,,5.1623,3,40320,True,
common_voice_en_19527999-common_voice_en_19528000,He is now President of Ramblers Scotland.,6.0417,2.9600,2.0410,,,,4.8795,2,40320,True,
common_voice_en_19527999-common_voice_en_19528002,Eventually the nomenclature was standardized to the conventi,9.9946,5.3200,1.8786,,,,4.3615,3,40320,True,
common_voice_en_19531363-common_voice_en_19531364,Castle bids farewell to his associates and faces his death w,9.8055,6.0000,1.6342,,,,3.8632,3,40320,True,
common_voice_en_19540120-common_voice_en_19540122,He originally studied architecture at the University of Cape,10.8287,3.6400,2.9748,,,,3.5297,3,40320,True,
common_voice_en_19560742-common_voice_en_19560741,Tverdovsky now lives with his wife and children in the Unite,10.7525,5.3600,2.0060,,,,2.9564,3,40320,True,
common_voice_en_19560742-common_voice_en_19560749,Back at Stadium mark he once again found himself on the benc,10.3478,4.7200,2.1923,,,,2.1877,3,40320,True,
common_voice_en_19579295-common_voice_en_19579294,Zabuton are found throughout Japan and enter many aspects of,10.1651,5.9600,1.7055,,,,1.7133,3,40320,True,
common_voice_en_19579295-common_voice_en_19579310,Russo was thrown out of his car and died immediately.,9.7865,4.1600,2.3525,,,,1.0255,3,40320,True,
common_voice_en_19599129-common_voice_en_19599130,He repeatedly was engaged in operational work in Europe and ,8.6304,4.9200,1.7541,,,,1.2480,3,40320,True,
common_voice_en_19602798-common_voice_en_19602797,Staff do not always do enough to prevent violence.,8.6619,3.2800,2.6407,,,,0.9649,3,40320,True,
common_voice_en_19608801-common_voice_en_19608806,A total of six soundtracks were released by Sony Music Enter,8.7010,5.0400,1.7263,,,,0.7700,3,40320,True,
common_voice_en_19619551-common_voice_en_19619549,Movies made for television are not included.,10.7737,3.8000,2.8351,,,,9.0183,3,40320,True,
common_voice_en_19619551-common_voice_en_19619550,He worked as a school janitor to pay his tuition.,11.1827,3.4800,3.2133,,,,8.7239,3,40320,True,
common_voice_en_19619855-common_voice_en_19619858,Excessive efforts to control or exploit agents of influence ,18.4707,7.7600,2.3802,,,,8.2988,4,40320,True,
common_voice_en_19622969-common_voice_en_19622970,"He makes the frames himself, those being part of the paintin",10.7648,4.0400,2.6645,,,,7.3759,3,40320,True,
common_voice_en_19622969-common_voice_en_19622971,A skunk's spray is powerful enough to ward off bears and oth,10.6187,5.8800,1.8058,,,,6.9121,3,40320,True,
common_voice_en_19629167-common_voice_en_19629165,The rest of the road winds through the forests of Northern F,10.5037,5.3600,1.9596,,,,6.3934,3,40320,True,
common_voice_en_19629167-common_voice_en_19629166,The murals draw on the Gospel of John and the Book of Revela,10.6572,5.2800,2.0183,,,,6.0843,3,40320,True,
common_voice_en_19632634-common_voice_en_19632638,"His father, Gordon Jolley, played for the Detroit Lions and ",9.8451,6.0400,1.6299,,,,4.7260,3,40320,True,
common_voice_en_19632634-common_voice_en_19632644,It then became part of Poland.,5.5109,2.0800,2.6493,,,,4.2288,2,40320,True,
common_voice_en_19635046-common_voice_en_19635047,"With his promotion to colonel, he was named director of pers",9.5381,5.2400,1.8202,,,,3.8648,3,40320,True,
common_voice_en_19635046-common_voice_en_19635048,His name is the same as that of the ancient Egyptian god Amu,9.7361,5.4800,1.7766,,,,3.5731,3,40320,True,
common_voice_en_19636954-common_voice_en_19636955,A statue of the king stands at the southwest entrance to the,9.5139,4.7600,1.9986,,,,3.0315,3,40320,True,
common_voice_en_19638442-common_voice_en_19638444,After his execution Ogilvie's followers were rounded up and ,9.1757,5.4000,1.6991,,,,2.2348,3,40320,True,
common_voice_en_19638442-common_voice_en_19638447,The chronicles do not elucidate the motives for the rebellio,9.3615,4.4800,2.0895,,,,1.9208,3,40320,True,
common_voice_en_19640906-common_voice_en_19640909,Livingston relocated to Chicago and became involved in the l,9.2156,6.2800,1.4674,,,,1.3254,3,40320,True,
common_voice_en_19641039-common_voice_en_19641037,"It was named in honor of Simon Kenton, a pioneer of Kentucky",9.6702,5.3200,1.8176,,,,1.1946,3,40320,True,
common_voice_en_19641039-common_voice_en_19641038,He studied computer science at Imperial College London.,7.7471,4.2000,1.8445,,,,0.7488,3,40320,True,
common_voice_en_19641789-common_voice_en_19641784,"Alone, he considers taking his own life.",7.9960,3.9200,2.0397,,,,1.1612,3,40320,True,
common_voice_en_19641789-common_voice_en_19641791,The village is also the birthplace of the actor John Mills.,11.9166,4.5200,2.6363,,,,8.6122,3,40320,True,
common_voice_en_19656513-common_voice_en_19656518,"When an infected file is executed, Alabama goes memory resid",11.3854,4.2000,2.7107,,,,7.6820,3,40320,True,
common_voice_en_19656513-common_voice_en_19656571,For her Friday nights and her French lessons were gone.,8.5617,2.8000,3.0576,,,,7.3642,2,40320,True,
common_voice_en_19665909-common_voice_en_19665910,The Reagan administration also asked Congress to ease the ru,10.9885,4.7200,2.3280,,,,6.9614,3,40320,True,
common_voice_en_19665909-common_voice_en_19665911,"Winter afternoons are cool and frequently sunny, but morning",11.2041,6.1200,1.8307,,,,6.4988,3,40320,True,
common_voice_en_19669708-common_voice_en_19669702,Marriage alliances were common.,7.7522,2.5600,3.0281,,,,5.9525,2,40320,True,
common_voice_en_19669708-common_voice_en_19669704,They study subjects such as mathematics and English.,10.4345,3.6800,2.8354,,,,5.3982,3,40320,True,
common_voice_en_19670166-common_voice_en_19670165,She can also hide her young in the leaves while searching fo,10.4286,5.2400,1.9901,,,,4.9086,3,40320,True,
common_voice_en_19670674-common_voice_en_19670675,And they're really good.,6.8747,2.1200,3.2427,,,,4.5890,2,40320,True,
common_voice_en_19670674-common_voice_en_19670676,"A Roman Road ran north from Hamworthy to Badbury Rings, a Ro",9.9809,5.4000,1.8482,,,,4.1307,3,40320,True,
common_voice_en_19671290-common_voice_en_19671292,Colonel John Haslet quickly reassigned him to duty as the re,10.0296,5.6800,1.7657,,,,3.6302,3,40320,True,
common_voice_en_19671290-common_voice_en_19671293,In her country she is also well known for her popularization,10.0458,6.3200,1.5895,,,,3.1806,3,40320,True,
common_voice_en_19686152-common_voice_en_19686154,"But the weather became bad, and adverse winds drove him west",9.5379,4.8000,1.9870,,,,2.3606,3,40320,True,
common_voice_en_19686493-common_voice_en_19686494,"Gordon Battelle, an Ohio native who sought to introduce a re",12.4591,7.2400,1.7208,,,,2.0434,4,40320,True,
common_voice_en_19686493-common_voice_en_19686496,The rest of the money can be based on playing time.,9.3519,3.2000,2.9224,,,,1.3236,3,40320,True,
common_voice_en_19690002-common_voice_en_19690001,It can also be used on structural steel if certain precautio,9.2429,6.6800,1.3836,,,,1.1366,3,40320,True,
common_voice_en_19690002-common_voice_en_19690003,Former Australian captain Steve Waugh referred to the practi,9.9057,7.7200,1.2830,,,,1.4693,4,40320,True,
common_voice_en_19691556-common_voice_en_19691557,The law has been replaced twice since then.,7.3040,2.9200,2.5013,,,,0.8655,2,40320,True,
common_voice_en_19691845-common_voice_en_19691840,Select locations provide tutorial rooms for learners to use ,7.6353,5.9600,1.2810,,,,0.7832,3,40320,True,
common_voice_en_19691845-common_voice_en_19691884,There is a growing body of case law on Bayh-Dole.,9.0654,3.0800,2.9432,,,,8.5969,2,40320,True,
common_voice_en_19692939-common_voice_en_19693060,"Soon after obtaining her degree, she returned to Brazil.",11.0597,3.8000,2.9104,,,,8.1980,3,40320,True,
common_voice_en_19695366-common_voice_en_19695364,Comer's administration applied the increases in spending for,11.1861,6.3600,1.7588,,,,7.8729,3,40320,True,
common_voice_en_19698719-common_voice_en_19698716,"His first project with the company was ""Echo Night"" for the ",11.0970,5.8000,1.9132,,,,7.1948,3,40320,True,
common_voice_en_19698719-common_voice_en_19698718,The county is an alcohol prohibition or dry county.,11.0675,4.5200,2.4485,,,,6.8638,3,40320,True,
common_voice_en_19701583-common_voice_en_19701587,He also obtained the authorizations to fly Predator drones o,11.0378,5.6800,1.9432,,,,6.3800,3,40320,True,
common_voice_en_19701583-common_voice_en_19701588,Cribb was born near Bristol but moved to London before start,11.0313,5.8800,1.8760,,,,6.0498,3,40320,True,
common_voice_en_19706873-common_voice_en_19706870,He was offered a 'one year tour' playing with Alice.,10.9384,3.1600,3.4614,,,,5.5006,3,40320,True,
common_voice_en_19714465-common_voice_en_19714469,This means that generic terms are generally not afforded any,11.2093,6.5200,1.7192,,,,5.0349,3,40320,True,
common_voice_en_19717736-common_voice_en_19717739,"Vernon, Signal Engineer.",11.3957,3.2400,3.5171,,,,4.7228,3,40320,True,
common_voice_en_19722359-common_voice_en_19722362,Other infrastructure soon followed.,5.3400,2.7600,1.9347,,,,3.8717,2,40320,True,
common_voice_en_19722359-common_voice_en_19722397,However this effect is counterbalanced for selection against,10.6590,5.0800,2.0982,,,,3.5594,3,40320,True,
common_voice_en_19724030-common_voice_en_19724028,"It presents weapons, vehicles and uniforms, as well as abund",10.2308,6.7200,1.5224,,,,2.7977,3,40320,True,
common_voice_en_19724030-common_voice_en_19724029,"One variation assigns a point based on the pair rolled, rath",9.9817,5.2400,1.9048,,,,1.9803,3,40320,True,
common_voice_en_19724242-common_voice_en_19724243,The brewery is best known for its Harpoon India Pale Ale.,9.8324,4.1200,2.3864,,,,1.4825,3,40320,True,
common_voice_en_19724242-common_voice_en_19724245,The show also featured a walk on appearance from Clements as,9.9744,5.1600,1.9330,,,,1.0344,3,40320,True,
common_voice_en_19724475-common_voice_en_19724484,A golden crown sits above the shield.,2.0094,3.0800,0.6523,,,,1.3200,2,40320,True,
common_voice_en_19724850-common_voice_en_19724899,His father was a professor of genetic engineering at Louisia,8.1809,4.8000,1.7043,,,,0.7198,3,40320,True,
common_voice_en_19724850-common_voice_en_19724900,Rooftop Mounted for homes with no attics.,8.5981,2.9600,2.9047,,,,8.0387,2,40320,True,
common_voice_en_19726989-common_voice_en_19726988,"He is a cranky, hostile, suspicious old man who appears to b",9.8816,5.5600,1.7772,,,,7.6551,3,40320,True,
common_voice_en_19726989-common_voice_en_19726990,I came to offer myself as escort to your mother.,9.7410,3.2400,3.0064,,,,7.2034,3,40320,True,
common_voice_en_19727183-common_voice_en_19727184,He was buried in Saint Peter's Basilica.,9.6249,3.3600,2.8645,,,,6.6143,3,40320,True,
common_voice_en_19727183-common_voice_en_19727187,All listings are with original names.,9.6820,3.8800,2.4953,,,,6.3128,3,40320,True,
common_voice_en_19729972-common_voice_en_19729973,"In other words, it is a symmetric function of the pair of tr",9.6126,5.2400,1.8344,,,,5.8588,3,40320,True,
common_voice_en_19729972-common_voice_en_19729975,The carpet loom made his name widely known.,9.5603,4.0000,2.3900,,,,5.5357,3,40320,True,
common_voice_en_19730681-common_voice_en_19730680,Underwater demolition specialists may still be referred to a,9.6185,6.3200,1.5219,,,,5.0794,3,40320,True,
common_voice_en_19730681-common_voice_en_19730683,"In general, however, some method is then needed to evaluate ",9.3575,5.3600,1.7457,,,,4.3426,3,40320,True,
common_voice_en_19733143-common_voice_en_19733141,In both cases the silver was alloyed with copper.,9.3631,3.2000,2.9259,,,,3.8440,3,40320,True,
common_voice_en_19734247-common_voice_en_19734251,Trains draw power from the electric third rail.,9.2792,3.9600,2.3432,,,,3.4170,3,40320,True,
common_voice_en_19734247-common_voice_en_19734252,"In the past decade, the university has sought to develop a s",9.4996,6.3600,1.4936,,,,3.0835,3,40320,True,
common_voice_en_19739025-common_voice_en_19739024,It is situated to the north of the centre of Darlington.,9.2518,3.4400,2.6894,,,,2.5156,3,40320,True,
common_voice_en_19739025-common_voice_en_19739027,"Later, Xander is grabbed by a monster arm from inside his lo",9.4716,4.5600,2.0770,,,,2.1698,3,40320,True,
common_voice_en_19741922-common_voice_en_19741926,The Appalachian Trail passes through this section of this Na,9.1473,4.6400,1.9713,,,,1.3431,3,40320,True,
common_voice_en_19741922-common_voice_en_19741978,Everett and Gray went to Barcelona as favorites for the gold,8.9743,5.4000,1.6618,,,,1.1132,3,40320,True,
common_voice_en_19744568-common_voice_en_19744566,It was initially used for a survey of a thousand stars.,8.1026,4.5600,1.7768,,,,1.1420,3,40320,True,
common_voice_en_19748004-common_voice_en_19748007,"Kanwal is said to mean ""snakes indeed"" in a local Aboriginal",9.9189,5.4400,1.8232,,,,7.2176,3,40320,True,
common_voice_en_19748004-common_voice_en_19748010,"In some species, females are also capable of stridulation.",9.9310,3.8800,2.5594,,,,6.9065,3,40320,True,
common_voice_en_19748971-common_voice_en_19748972,"Relief carving can be described as ""carving pictures in wood",9.9507,3.7600,2.6464,,,,6.4335,3,40320,True,
common_voice_en_19748971-common_voice_en_19748974,Some resemble a tulip or a goblet.,7.3032,2.6000,2.8088,,,,6.0749,2,40320,True,
common_voice_en_19750016-common_voice_en_19750004,The second stage featured six engines burning liquid hydroge,9.5539,5.2400,1.8232,,,,5.6903,3,40320,True,
common_voice_en_19750016-common_voice_en_19750010,They have produced national and international champions.,9.8536,4.1600,2.3686,,,,5.4186,3,40320,True,
common_voice_en_19756059-common_voice_en_19756060,The website has since replaced the word 'hell' with 'heck'.,9.7760,3.6800,2.6564,,,,4.9042,3,40320,True,
common_voice_en_19756059-common_voice_en_19756062,"He later worked as a journalist, and then became a novelist ",9.7221,5.2000,1.8696,,,,4.4284,3,40320,True,
common_voice_en_19760248-common_voice_en_19760249,"He participated in the Carolinas Campaign, the final major c",13.9768,7.1600,1.9520,,,,3.9247,4,40320,True,
common_voice_en_19760248-common_voice_en_19760250,This tended to discourage further development of industry an,9.6133,5.9200,1.6238,,,,3.5815,3,40320,True,
common_voice_en_19767707-common_voice_en_19767710,Grandville's ability for political provocation made his work,9.6122,4.9200,1.9536,,,,3.0277,3,40320,True,
common_voice_en_19767978-common_voice_en_19767977,"This subsequently was renamed ""The Magazine"".",4.2497,3.0800,1.3797,,,,2.7070,2,40320,True,
common_voice_en_19767978-common_voice_en_19767980,The airport is also the home to the National Weather Service,9.1706,5.5200,1.6613,,,,2.1415,3,40320,True,
common_voice_en_19768597-common_voice_en_19768600,"As a result, they have strong friendships with Saint Pauli.",9.3426,4.2000,2.2243,,,,1.6392,3,40320,True,
common_voice_en_19770519-common_voice_en_19770516,His interests include classical music and literature.,9.4558,3.3600,2.8141,,,,1.3379,3,40320,True,
common_voice_en_19770519-common_voice_en_19770517,"The ship was also awarded her second Battle Efficiency ""E"".",9.5090,3.8000,2.5023,,,,1.0218,3,40320,True,
common_voice_en_19778240-common_voice_en_19778244,"She married David Wallett, and moved to Los Angeles to try a",7.9413,4.7200,1.6824,,,,0.7526,3,40320,True,
common_voice_en_19778240-common_voice_en_19778260,He was later granted political asylum by the French governme,8.0395,3.8800,2.0720,,,,0.6714,3,40320,True,
common_voice_en_19789569-common_voice_en_19789566,It was considered one of the most remarkable engineering fea,9.7954,4.8400,2.0238,,,,8.1506,3,40320,True,
common_voice_en_19789569-common_voice_en_19789567,Playing house and pretending to be someone else are examples,10.3932,4.8400,2.1473,,,,7.8274,3,40320,True,
common_voice_en_19791537-common_voice_en_19791538,It was also the first mission of the Luna programme.,10.1642,3.2400,3.1370,,,,7.3346,3,40320,True,
common_voice_en_19793104-common_voice_en_19793103,It is a hermaphroditic fluke that requires two intermediate ,10.2824,5.5600,1.8493,,,,6.9881,3,40320,True,
common_voice_en_19816147-common_voice_en_19816145,"While this solution was workable, it was hardly ideal.",10.1789,3.4800,2.9249,,,,6.4189,3,40320,True,
common_voice_en_19816147-common_voice_en_19816166,His designs often incorporate elements of body horror.,10.2275,3.5200,2.9054,,,,5.9820,3,40320,True,
common_voice_en_19819944-common_voice_en_19819945,"The storm caused severe flooding states such as New Jersey, ",10.2865,5.1200,2.0090,,,,5.5602,3,40320,True,
common_voice_en_19819944-common_voice_en_19819946,"Aside from national championships, individual schools worked",9.9935,6.0800,1.6436,,,,4.8215,3,40320,True,
common_voice_en_19843546-common_voice_en_19843549,"His parents were Henry Middleton and Mary Baker Williams, bo",10.0305,5.1200,1.9590,,,,4.2688,3,40320,True,
common_voice_en_19845853-common_voice_en_19845856,The ninth member is the State Superintendent of Education wh,9.9757,6.3200,1.5783,,,,3.8240,3,40320,True,
common_voice_en_19854924-common_voice_en_19854923,Mario Calvo and it currently plays in the Salvadoran Third D,9.9005,5.1200,1.9336,,,,3.1496,3,40320,True,
common_voice_en_19863517-common_voice_en_19863518,"It was named for Doctor Joseph Warren, Revolutionary War pat",9.7758,4.3600,2.2421,,,,2.7351,3,40320,True,
common_voice_en_19867710-common_voice_en_19867712,"Whilst at college Dave, met singer and songwriter Adrian Sne",9.8269,5.6400,1.7423,,,,2.1283,3,40320,True,
common_voice_en_19867710-common_voice_en_19867713,She trains and lives in Toronto.,2.8719,3.0000,0.9572,,,,1.6860,2,40320,True,
common_voice_en_19869780-common_voice_en_19869779,"For example, they both consist of predominately older, hence",9.3898,5.8000,1.6189,,,,1.2722,3,40320,True,
common_voice_en_19869780-common_voice_en_19869781,"You don't know what this means to us out here, they said.",9.6497,4.0800,2.3650,,,,1.0938,3,40320,True,
common_voice_en_19898846-common_voice_en_19898843,"Purchasers must buy for investment only, and not for resale.",8.1194,4.2800,1.8970,,,,0.9005,3,40320,True,
common_voice_en_19898846-common_voice_en_19898849,The freezing of water limits low temperature performance.,7.9828,4.1200,1.9375,,,,0.6849,3,40320,True,
common_voice_en_19916471-common_voice_en_19916473,"‘Coming, Sir,’ replied Sam, running upstairs.",9.6003,3.3600,2.8571,,,,7.9465,3,40320,True,
common_voice_en_19916471-common_voice_en_19916474,We made a mistake but look what happened someone was assault,10.3422,4.2000,2.4624,,,,7.6828,3,40320,True,
common_voice_en_19933238-common_voice_en_19933256,Carnegie High also has two won state titles in boys cross co,10.1822,4.9600,2.0528,,,,7.2180,3,40320,True,
common_voice_en_19933652-common_voice_en_19933655,She was a pioneer in the sensory analysis of food.,10.2249,3.2400,3.1557,,,,6.7503,3,40320,True,
common_voice_en_19933652-common_voice_en_19933661,The school offers a large amount of clubs pertaining to a va,10.0914,4.8800,2.0678,,,,6.2648,3,40320,True,
common_voice_en_19934187-common_voice_en_19934317,A wide array of topics on business ethics are discussed in t,10.0686,6.5200,1.5442,,,,5.7839,3,40320,True,
common_voice_en_19939156-common_voice_en_19939176,This would occupy him for the rest of his life.,9.9120,3.4800,2.8482,,,,5.3386,3,40320,True,
common_voice_en_19944630-common_voice_en_19944631,Some conditions are associated with both symmetrical and asy,9.9734,6.8000,1.4666,,,,4.7488,3,40320,True,
common_voice_en_19944630-common_voice_en_19944633,The ions pass through the selectivity filter of the K channe,9.9119,7.0800,1.3999,,,,4.3588,3,40320,True,
common_voice_en_19949855-common_voice_en_19949857,"The team colors were teal, red and black.",9.8416,4.2800,2.2994,,,,3.7610,3,40320,True,
common_voice_en_19951090-common_voice_en_19951089,He has also made three solo albums.,9.8473,3.7200,2.6470,,,,3.4712,3,40320,True,
common_voice_en_19951090-common_voice_en_19951091,"Fun, crazy stuff all the way.",3.9869,3.0800,1.2943,,,,2.8134,2,40320,True,
common_voice_en_19961449-common_voice_en_19961451,"In Japan, he is currently under the Cutting Edge label.",9.2850,4.0000,2.3212,,,,2.3936,3,40320,True,
